  NEW OPTIMUM	      47.4       0       0       0   0    0.59739
  NEW OPTIMUM	    47.066       0       0       0  12     2.1354
  NEW OPTIMUM	    46.866       0       0       0  13     2.1448
  NEW OPTIMUM	    46.755       0       0       1  10     2.2963
  NEW OPTIMUM	    45.335       0       0       1  12      4.269
  NEW OPTIMUM	    44.075       0       0       1  13     9.9377
  NEW OPTIMUM	    38.108       0       0       2   0    0.42446
  NEW OPTIMUM	    37.517       0       0       2  13     7.9579
